ID,y
1,0.40426406594039854
9,1.4038565962019385
13,2.149637960870471
17,3.3747376201644026
18,3.6183191378416115
21,4.191238916223528
23,4.364879640636578
25,4.850164893405817
26,4.951984643100706
28,5.278731010301161
29,5.478346318557654
31,5.756486955225833
32,5.924087248880869
33,6.1147888824554055
36,6.440538001113591
37,6.636838186932048
38,6.773374028109037
40,7.098301581569543
41,7.167667757443197
46,7.531134360304911
48,7.7592096545371945
50,7.944700685783958
51,8.041207008349291
53,8.179049480197204
54,8.276624550765565
55,8.372284820692041
56,8.432358637004318
59,8.732549085956006
62,8.928762433279365
69,9.279464957506933
70,9.3514824459977
72,9.436787484436234
81,9.726216119868548
82,9.737251932532706
83,9.719945119776055
85,9.813689959388508
86,9.850122655624117
89,9.819933346292977
95,9.835427040125854
96,9.819792558562165
98,9.823596634385448
100,9.750629447221701
102,9.749019453733977
103,9.752322903433726
104,9.639196035812224
107,9.545892533314014
108,9.52806069537476
109,9.484057671540548
110,9.278364201403827
111,9.222703426927488
112,9.19901705791348
116,9.147470242293926
118,9.081439287589568
120,8.925210660288537
121,8.861589191968426
128,8.290357763657035
129,8.240370934952866
130,8.160032054640679
132,8.156772864367937
135,8.42189030542203
137,7.691705648789597
138,7.6104279087008875
139,7.5914729669728
140,7.5214220473282785
142,7.267331220616393
143,7.232009295561482
144,7.090261573690235
146,6.866269481995621
148,6.677997135516206
151,6.420281095739129
152,6.307249529186033
153,6.131139857550116
154,5.680199265346367
155,5.570415236020519
159,5.056970211124869
161,4.603964469544271
162,4.423603640587442
163,4.249073853264318
165,3.745322504752937
167,3.510658546665424
168,3.3508053526755917
177,0.32152531116853766
196,-0.009260207016474236
197,0.1326168622949422
198,0.28112840735981837
200,0.8172513534260938
201,1.2593071944288239
203,1.7351718030700551
207,1.8927536231427964
209,1.6988734915650492
210,1.4676685040439281
211,1.4717032672763042
212,1.4463283451238709
213,1.5063641402233123
217,1.915205862601214
220,2.0663996205115236
221,1.8857871424286246
225,2.151903993011455
230,1.8233729858165557
235,2.03909941712475
237,1.9402229222473202
241,2.0348809017658738
242,2.096266707712618
243,2.3039719008566073
244,2.716427952704005
246,2.396142506909535
250,2.4160355953596735
251,2.4294258318284814
252,2.3750604579727255
255,2.4463024248185476
256,2.8736292133806605
260,2.5345121150005228
263,2.144421714504668
264,2.1657579603667365
